"","X","Site","Quad","Species","trackID","Year","basalArea_genet","recruit","survives_tplus1","age","size_tplus1","nearEdge","Suspect","Treatment","Pasture","logsize"
"1727",4367,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_25",2005,0.00197942519059747,0,1,2,0.000693968718452608,TRUE,FALSE,"ungz","24",-6.22494878420221
"1728",4368,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_25",2007,0.000693968718452608,0,1,3,0.00379229569456399,TRUE,FALSE,"ungz","24",-7.27308367274913
"1729",4369,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_25",2008,0.00379229569456399,0,1,4,0.00830622135418065,TRUE,FALSE,"ungz","24",-5.57478371910527
"1730",4370,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_25",2009,0.00830622135418065,0,1,5,0.00236909839436223,TRUE,FALSE,"ungz","24",-4.79075048421528
"1731",4371,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_25",2010,0.00236909839436223,0,NA,6,NA,TRUE,FALSE,"ungz","24",-6.04524582053452
"1732",4372,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_26",2002,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1733",4373,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_27",2002,2.4999999999999e-05,1,1,0,0.00107288007694913,FALSE,FALSE,"ungz","24",-10.5966347330961
"1734",4374,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_27",2003,0.00107288007694913,0,0,1,NA,FALSE,FALSE,"ungz","24",-6.83740858583956
"1735",4375,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_28",2002,2.49999999999994e-05,1,1,0,0.00290422751251532,FALSE,FALSE,"ungz","24",-10.5966347330961
"1736",4376,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_28",2003,0.00290422751251532,0,0,1,NA,FALSE,FALSE,"ungz","24",-5.84158784055829
"1737",4377,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_29",2002,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1738",4378,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_3",2002,0.00190911695229054,1,0,0,NA,FALSE,FALSE,"ungz","24",-6.26111447247413
"1739",4379,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_4",2002,0.000305891410195698,1,0,0,NA,FALSE,FALSE,"ungz","24",-8.09228038763418
"1740",4380,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_5",2002,0.00311013957039155,1,0,0,NA,TRUE,FALSE,"ungz","24",-5.77308767585857
"1741",4381,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_6",2002,0.00114289246832557,1,0,0,NA,FALSE,FALSE,"ungz","24",-6.77419297705044
"1742",4382,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_7",2002,0.000133700481563249,1,0,0,NA,FALSE,FALSE,"ungz","24",-8.9199084720435
"1743",4383,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_8",2002,0.00255018216309383,1,1,0,2.5e-05,TRUE,TRUE,"ungz","24",-5.97159048585588
"1744",4384,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_8",2004,2.5e-05,0,1,1,0.0511894396239937,TRUE,FALSE,"ungz","24",-10.5966347330961
"1745",4385,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_8",2006,0.0511894396239937,0,1,2,0.00448014585342537,TRUE,TRUE,"ungz","24",-2.97222202555452
"1746",4386,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_8",2007,0.00448014585342537,0,1,3,0.00333578995306827,TRUE,FALSE,"ungz","24",-5.40809967651703
"1747",4387,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_8",2008,0.00333578995306827,0,1,4,0.00529272323956082,TRUE,FALSE,"ungz","24",-5.70304576017649
"1748",4388,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_8",2009,0.00529272323956082,0,1,5,0.00440390734095747,TRUE,FALSE,"ungz","24",-5.24142237548378
"1749",4389,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_8",2010,0.00440390734095747,0,NA,6,NA,TRUE,FALSE,"ungz","24",-5.4252631000893
"1750",4390,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2002_9",2002,0.000297513839807918,1,0,0,NA,FALSE,FALSE,"ungz","24",-8.12004981369788
"1751",4391,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_1",2003,0.00020395311331413,1,1,0,0.000585915003370588,TRUE,FALSE,"ungz","24",-8.497620427232
"1752",4392,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_1",2004,0.000585915003370588,0,1,1,0.00109263497268583,TRUE,FALSE,"ungz","24",-7.44233582435005
"1753",4393,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_1",2006,0.00109263497268583,0,1,2,0.00132357642750461,TRUE,FALSE,"ungz","24",-6.81916309383304
"1754",4394,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_1",2008,0.00132357642750461,0,1,3,0.0017409661798853,TRUE,FALSE,"ungz","24",-6.62741779145542
"1755",4395,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_1",2009,0.0017409661798853,0,1,4,0.00146474432276199,TRUE,FALSE,"ungz","24",-6.35331504406811
"1756",4396,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_1",2010,0.00146474432276199,0,NA,5,NA,TRUE,FALSE,"ungz","24",-6.52607457545609
"1757",4397,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_2",2003,0.00191117001533228,1,1,0,0.00327683514303726,FALSE,FALSE,"ungz","24",-6.26003965099775
"1758",4398,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_2",2005,0.00327683514303726,0,1,1,0.00112803596839635,FALSE,FALSE,"ungz","24",-5.7208772178128
"1759",4399,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_2",2007,0.00112803596839635,0,1,2,0.00664871164239226,FALSE,FALSE,"ungz","24",-6.78727723953845
"1760",4400,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_2",2008,0.00664871164239226,0,1,3,0.00121634937005018,TRUE,FALSE,"ungz","24",-5.01333218107013
"1761",4401,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_2",2009,0.00121634937005018,0,NA,4,NA,FALSE,FALSE,"ungz","24",-6.71190122580751
"1762",4402,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2003_3",2003,2.49999999999995e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1763",4403,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_1",2006,0.0035105109033989,1,1,0,0.000711425503880219,TRUE,FALSE,"ungz","24",-5.65199369557278
"1764",4404,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_1",2008,0.000711425503880219,0,1,1,0.00375131538088842,TRUE,FALSE,"ungz","24",-7.24823984882514
"1765",4405,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_1",2010,0.00375131538088842,0,NA,2,NA,TRUE,FALSE,"ungz","24",-5.5856487322677
"1766",4406,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_10",2006,2.5e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1767",4407,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_11",2006,2.5e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1768",4408,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_12",2006,2.50000000000001e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1769",4409,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_13",2006,2.5e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1770",4410,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_14",2006,2.5e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1771",4411,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_15",2006,2.5e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1772",4412,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_16",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1773",4413,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_17",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1774",4414,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_18",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1775",4415,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_19",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1776",4416,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_2",2006,0.000319989972057435,1,0,0,NA,TRUE,FALSE,"ungz","24",-8.04722089998204
"1777",4417,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_20",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1778",4418,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_21",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1779",4419,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_22",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1780",4420,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_23",2006,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1781",4421,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_24",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1782",4422,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_25",2006,2.49999999999994e-05,1,1,0,0.000301453485926447,FALSE,FALSE,"ungz","24",-10.5966347330961
"1783",4423,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_25",2008,0.000301453485926447,0,1,1,0.000350279703662936,FALSE,FALSE,"ungz","24",-8.1068948292329
"1784",4424,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_25",2009,0.000350279703662936,0,1,2,0.00273228885753485,FALSE,FALSE,"ungz","24",-7.95677856931113
"1785",4425,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_25",2010,0.00273228885753485,0,NA,3,NA,FALSE,FALSE,"ungz","24",-5.90261561170064
"1786",4426,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_26",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1787",4427,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_27",2006,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1788",4428,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_28",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1789",4429,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_29",2006,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1790",4430,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_3",2006,0.000203544934979496,1,0,0,NA,TRUE,FALSE,"ungz","24",-8.49962376674667
"1791",4431,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_30",2006,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1792",4432,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_31",2006,2.49999999999994e-05,1,1,0,0.000636064975046331,FALSE,FALSE,"ungz","24",-10.5966347330961
"1793",4433,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_31",2007,0.000636064975046331,0,0,1,NA,FALSE,FALSE,"ungz","24",-7.3602098378198
"1794",4434,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_32",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1795",4435,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_33",2006,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1796",4436,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_34",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1797",4437,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_35",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1798",4438,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_36",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1799",4439,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_37",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1800",4440,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_38",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1801",4441,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_39",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1802",4442,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_4",2006,0.000723950030382066,1,0,0,NA,TRUE,FALSE,"ungz","24",-7.23078818676977
"1803",4443,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_40",2006,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1804",4444,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_41",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1805",4445,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_42",2006,2.49999999999994e-05,1,1,0,0.00455987282088336,FALSE,FALSE,"ungz","24",-10.5966347330961
"1806",4446,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_42",2008,0.00455987282088336,0,1,1,0.00289547701737627,FALSE,FALSE,"ungz","24",-5.39046054600194
"1807",4447,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_42",2010,0.00289547701737627,0,NA,2,NA,FALSE,FALSE,"ungz","24",-5.84460540868919
"1808",4448,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_43",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1809",4449,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_44",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1810",4450,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_45",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1811",4451,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_46",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1812",4452,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_47",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1813",4453,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_48",2006,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1814",4454,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_49",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1815",4455,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_5",2006,0.000337575007546372,1,1,0,0.00388072872777237,FALSE,FALSE,"ungz","24",-7.99372282776251
"1816",4456,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_5",2008,0.00388072872777237,0,0,1,NA,FALSE,FALSE,"ungz","24",-5.55173232654608
"1817",4457,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_50",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1818",4458,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_51",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1819",4459,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_52",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1820",4460,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_53",2006,2.49999999999998e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1821",4461,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_54",2006,2.49999999999994e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1822",4462,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_55",2006,2.4999999999999e-05,1,1,0,0.00303842016076185,FALSE,FALSE,"ungz","24",-10.5966347330961
"1823",4463,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_55",2008,0.00303842016076185,0,1,1,0.00319020316912657,FALSE,FALSE,"ungz","24",-5.79641758260644
"1824",4464,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_55",2009,0.00319020316912657,0,NA,2,NA,FALSE,FALSE,"ungz","24",-5.7476706748321
"1825",4465,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_56",2006,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1826",4466,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_57",2006,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1827",4467,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_58",2006,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1828",4468,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_59",2006,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1829",4469,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_6",2006,0.0141551674288685,1,1,0,0.011260591312129,FALSE,FALSE,"ungz","24",-4.25767553223895
"1830",4470,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_6",2007,0.011260591312129,0,1,1,0.0108846484672469,FALSE,FALSE,"ungz","24",-4.48644614325076
"1831",4471,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_6",2008,0.0108846484672469,0,1,2,0.0139055853451538,TRUE,FALSE,"ungz","24",-4.5204018799713
"1832",4472,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_6",2009,0.0139055853451538,0,1,3,0.00576630028764527,TRUE,FALSE,"ungz","24",-4.27546469616253
"1833",4473,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_6",2010,0.00576630028764527,0,NA,4,NA,TRUE,FALSE,"ungz","24",-5.15572460209923
"1834",4474,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_60",2006,2.4999999999999e-05,1,0,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1835",4475,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_61",2006,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1836",4476,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_62",2006,2.4999999999999e-05,1,1,0,0.000344861048572761,TRUE,FALSE,"ungz","24",-10.5966347330961
"1837",4477,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_62",2008,0.000344861048572761,0,0,1,NA,FALSE,FALSE,"ungz","24",-7.97236897982172
"1838",4478,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_63",2006,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1839",4479,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_64",2006,2.49999999999981e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1840",4480,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_65",2006,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1841",4481,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_66",2006,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1842",4482,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_67",2006,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1843",4483,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_68",2006,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1844",4484,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_69",2006,2.4999999999999e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-10.5966347330961
"1845",4485,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_7",2006,2.5e-05,1,1,0,0.000258164601580069,FALSE,FALSE,"ungz","24",-10.5966347330961
"1846",4486,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_7",2008,0.000258164601580069,0,1,1,0.00416262215168297,TRUE,FALSE,"ungz","24",-8.26191318585173
"1847",4487,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_7",2009,0.00416262215168297,0,1,2,0.000192467228753426,TRUE,TRUE,"ungz","24",-5.48161007835649
"1848",4488,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_7",2010,0.000192467228753426,0,NA,3,NA,FALSE,FALSE,"ungz","24",-8.55558465897089
"1849",4489,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_70",2006,2.4999999999999e-05,1,1,0,0.000193842051394229,TRUE,FALSE,"ungz","24",-10.5966347330961
"1850",4490,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_70",2008,0.000193842051394229,0,1,1,0.00106074597532882,TRUE,FALSE,"ungz","24",-8.54846689858676
"1851",4491,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_70",2010,0.00106074597532882,0,NA,2,NA,TRUE,FALSE,"ungz","24",-6.84878286806409
"1852",4492,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_8",2006,0.000568514924782483,1,0,0,NA,TRUE,FALSE,"ungz","24",-7.47248299220275
"1853",4493,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2006_9",2006,0.00120795485408566,1,0,0,NA,TRUE,FALSE,"ungz","24",-6.71882655261353
"1854",4494,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2008_1",2008,0.000522972448383945,1,1,0,0.000642093984047834,TRUE,FALSE,"ungz","24",-7.55598177524121
"1855",4495,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2008_1",2010,0.000642093984047834,0,NA,1,NA,TRUE,FALSE,"ungz","24",-7.35077587239079
"1856",4496,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2008_2",2008,7.33058318068552e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-9.52087039143352
"1857",4497,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2008_3",2008,0.00121522696031083,1,0,0,NA,FALSE,FALSE,"ungz","24",-6.71282442102457
"1858",4498,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2008_4",2008,0.00031449674154379,1,0,0,NA,TRUE,FALSE,"ungz","24",-8.06453684262852
"1859",4499,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2008_5",2008,0.000266589732478375,1,0,0,NA,TRUE,FALSE,"ungz","24",-8.22979966379561
"1860",4500,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2008_6",2008,6.76247136985548e-05,1,0,0,NA,TRUE,FALSE,"ungz","24",-9.60153705446937
"1861",4501,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2009_1",2009,0.000199709278019886,1,NA,0,NA,FALSE,FALSE,"ungz","24",-8.51864785883261
"1862",4502,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2009_2",2009,0.000275712856936332,1,1,0,0.000963008774755509,FALSE,FALSE,"ungz","24",-8.19615060723029
"1863",4503,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2009_2",2010,0.000963008774755509,0,NA,1,NA,FALSE,FALSE,"ungz","24",-6.94544803431201
"1864",4504,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_1",2010,0.000194333132515432,1,NA,0,NA,TRUE,FALSE,"ungz","24",-8.5459366936507
"1865",4505,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_10",2010,2.50000000000001e-05,1,NA,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1866",4506,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_2",2010,0.000184429785810768,1,NA,0,NA,FALSE,FALSE,"ungz","24",-8.59824173162811
"1867",4507,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_3",2010,6.94989536085845e-05,1,NA,0,NA,FALSE,FALSE,"ungz","24",-9.57419886149846
"1868",4508,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_4",2010,0.000147472109706439,1,NA,0,NA,FALSE,FALSE,"ungz","24",-8.82187148679956
"1869",4509,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_5",2010,0.000316884506817417,1,NA,0,NA,FALSE,FALSE,"ungz","24",-8.0569731822782
"1870",4510,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_6",2010,0.000316401303592374,1,NA,0,NA,FALSE,FALSE,"ungz","24",-8.05849920200223
"1871",4511,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_7",2010,0.000241050540958721,1,NA,0,NA,FALSE,FALSE,"ungz","24",-8.33050393293876
"1872",4512,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_8",2010,0.000164629338577821,1,NA,0,NA,TRUE,FALSE,"ungz","24",-8.71181404394091
"1873",4513,"CO","ungz_24","Bouteloua gracilis","BOUGRA_2010_9",2010,2.49999999999994e-05,1,NA,0,NA,FALSE,FALSE,"ungz","24",-10.5966347330961
"1874",4768,"CO","ungz_5a","Bouteloua gracilis","BOUGRA_1997_1",1997,0.279346856977594,NA,1,NA,0.451580065963994,TRUE,FALSE,"ungz","5a",-1.27530105433915
"1875",4769,"CO","ungz_5a","Bouteloua gracilis","BOUGRA_1997_1",1998,0.451580065963994,NA,1,NA,0.551994149400659,TRUE,FALSE,"ungz","5a",-0.795002588593194
"1876",4770,"CO","ungz_5a","Bouteloua gracilis","BOUGRA_1997_1",1999,0.551994149400659,NA,1,NA,0.557559639994311,TRUE,FALSE,"ungz","5a",-0.59421783167306
"1877",4771,"CO","ungz_5a","Bouteloua gracilis","BOUGRA_1997_1",2001,0.557559639994311,NA,1,NA,0.361491555498308,TRUE,FALSE,"ungz","5a",-0.584185803801284
"1878",4772,"CO","ungz_5a","Bouteloua gracilis","BOUGRA_1997_1",2002,0.361491555498308,NA,1,NA,0.316314141666555,TRUE,FALSE,"ungz","5a",-1.01751659727356
"1879",4773,"CO","ungz_5a","Bouteloua gracilis","BOUGRA_1997_1",2003,0.316314141666555,NA,1,NA,0.119619990263064,TRUE,FALSE,"ungz","5a",-1.15101944000651
"1880",4774,"CO","ungz_5a","Bouteloua gracilis","BOUGRA_1997_1",2004,0.119619990263064,NA,1,NA,0.288207580826924,TRUE,FALSE,"ungz","5a",-2.12343530876463
